,companyName,symbol,dividend_Ex_Date,payment_Date,dividend_Rate,indicated_Annual_Dividend,curr_price,return,recommendation,etf
983,iRadimed Corporation Common Stock,IRMD,11/15/2024,11/25/2024,0.15,0.6,56.47,2.6562776695590578,buy,
1693,Marks & Spencer Group ADR,MAKSY,11/29/2024,1/17/2025,0.025786,0.0516,9.76,2.642008196721312,strong_buy,
1493,M & F Bancorp Inc,MFBP,11/21/2024,12/13/2024,0.05,0.2,19.0,2.6315789473684212,none,
1000,"Phillips Edison & Company, Inc. Common Stock",PECO,11/15/2024,12/03/2024,0.1025,1.23,38.97,2.630228380805748,buy,
861,PACCAR Inc. Common Stock,PCAR,11/13/2024,12/04/2024,0.3,1.2,114.38,2.6228361601678616,hold,
1025,BNY Mellon Municipal Income Inc. Common Stock,DMF,11/15/2024,12/02/2024,0.019,0.228,7.2443,2.622751680631669,none,
937,Peabody Energy Corporation Common Stock ,BTU,11/14/2024,12/04/2024,0.075,0.3,28.7,2.6132404181184667,buy,
1019,Park National Corporation Common Stock,PRK,11/15/2024,12/10/2024,0.5,4.24,191.58,2.609875769913352,hold,
683,MUELLER WATER PRODUCTS Common Stock,MWA,11/08/2024,11/20/2024,0.067,0.268,25.68,2.6090342679127727,buy,
1208,"Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest, No par value per share",IHTA,11/15/2024,11/29/2024,0.02,0.24,7.685,2.602472348731295,none,
1356,STERIS plc (Ireland) Ordinary Shares,STE,11/19/2024,12/19/2024,0.57,2.28,219.19,2.6004835987043204,buy,
1638,Evercore Inc. Class A Common Stock,EVR,11/29/2024,12/13/2024,0.8,3.2,308.82,2.590505796256719,buy,
305,"Southern States Bancshares, Inc. Common Stock",SSBK,11/01/2024,11/15/2024,0.09,0.36,34.84,2.5832376578645233,buy,
434,"Eaton Corporation, PLC Ordinary Shares",ETN,11/04/2024,11/22/2024,0.94,3.76,366.67,2.5636130580631082,buy,
880,AerCap Holdings N.V. Ordinary Shares,AER,11/13/2024,12/05/2024,0.25,1.0,97.52,2.5635767022149305,buy,
197,iShares Short-Term California Muni Active ETF,CALI,11/01/2024,11/06/2024,0.128689,1.544268,50.315,2.557666699791315,none,ETF
1613,Dover Corporation Common Stock,DOV,11/29/2024,12/16/2024,0.515,2.06,201.5,2.555831265508685,buy,
1015,"USCB Financial Holdings, Inc. Class A Common Stock",USCB,11/15/2024,12/05/2024,0.05,0.2,19.58,2.5536261491317673,buy,
64,"Cadre Holdings, Inc. Common Stock",CDRE,11/01/2024,11/15/2024,0.0875,0.35,34.93,2.50501002004008,buy,
1368,"PROG Holdings, Inc. Common Stock",PRG,11/19/2024,12/03/2024,0.12,0.48,47.92,2.5041736227045073,buy,
1653,Brookfield Business Partners L.P. Limited Partnership Units ,BBU,11/29/2024,12/31/2024,0.0625,0.25,25.02,2.4980015987210233,buy,
1640,"Sixth Street Specialty Lending, Inc. Common Stock",TSLX,11/29/2024,12/20/2024,0.05,1.84,20.32,2.4606299212598426,buy,
424,Brinks Company (The) Common Stock,BCO,11/04/2024,12/02/2024,0.2425,0.97,99.57,2.4354725318871147,buy,
125,Hexcel Corporation Common Stock,HXL,11/01/2024,11/08/2024,0.15,0.6,61.7,2.4311183144246353,hold,
641,"Cheniere Energy, Inc. Common Stock",LNG,11/08/2024,11/18/2024,0.5,2.0,205.67,2.4310789128215102,buy,
1556,"CRA International, Inc. Common Stock",CRAI,11/26/2024,12/13/2024,0.49,1.68,203.71,2.4053801973393547,buy,
1430,Hecla Mining Company Common Stock,HL,11/21/2024,12/04/2024,0.01375,0.055,5.73,2.399650959860384,buy,
1427,Wheaton Precious Metals Corp Common Shares (Canada),WPM,11/21/2024,12/06/2024,0.155,0.62,64.82,2.391237272446776,buy,
1453,"Tempur Sealy International, Inc. Common Stock",TPX,11/21/2024,12/05/2024,0.13,0.52,54.42,2.388827636898199,buy,
761,"D.R. Horton, Inc. Common Stock",DHI,11/12/2024,11/19/2024,0.4,1.6,168.79,2.3698086379524854,buy,
988,"MGP Ingredients, Inc.",MGPI,11/15/2024,11/29/2024,0.12,0.48,50.9,2.357563850687623,buy,
689,Parker-Hannifin Corporation Common Stock,PH,11/08/2024,12/06/2024,1.63,6.52,695.58,2.343368124442911,buy,
1404,Louisiana-Pacific Corporation Common Stock,LPX,11/20/2024,11/27/2024,0.26,1.04,111.63,2.329122995610499,hold,
563,"Franklin Electric Co., Inc. Common Stock",FELE,11/07/2024,11/21/2024,0.25,1.0,107.8,2.319109461966605,buy,
1409,Zurn Elkay Water Solutions Corporation Common Stock,ZWS,11/20/2024,12/06/2024,0.09,0.36,39.17,2.297676793464386,buy,
1411,"Excelerate Energy, Inc. Class A Common Stock",EE,11/20/2024,12/05/2024,0.06,0.24,26.59,2.2564874012786764,buy,
672,"J.B. Hunt Transport Services, Inc. Common Stock",JBHT,11/08/2024,11/22/2024,0.43,1.72,192.13,2.238067974808723,buy,
1047,Carlisle Companies Incorporated Common Stock,CSL,11/15/2024,12/02/2024,1.0,4.0,450.85,2.2180326050792947,buy,
1155,"Cencora, Inc. Common Stock",COR,11/15/2024,11/29/2024,0.55,2.2,248.41,2.2140815587134175,buy,
783,"SmartFinancial, Inc. Common Stock",SMBK,11/12/2024,11/27/2024,0.08,0.32,36.14,2.213613724405091,buy,
621,YieldMax PLTR Option Income Strategy ETF,PLTY,11/07/2024,11/08/2024,2.2011,0.0,0.0,2.2011,NA,ETF
1187,BlackRock Municipal 2030 Target Term Trust,BTT,11/15/2024,12/02/2024,0.0464,0.5568,21.21,2.1876473361621875,none,
1611,FactSet Research Systems Inc. Common Stock,FDS,11/29/2024,12/19/2024,1.04,4.16,477.46,2.178192937628283,hold,
448,Hingham Institution for Savings Common Stock,HIFS,11/04/2024,11/13/2024,0.63,2.52,290.05,2.1720393035683503,none,
1397,OneSpaWorld Holdings Limited Common Shares,OSW,11/20/2024,12/04/2024,0.04,0.16,19.01,2.1041557075223567,buy,
1327,"Allison Transmission Holdings, Inc. Common Stock",ALSN,11/18/2024,11/27/2024,0.25,1.0,118.96,2.101546738399462,hold,
579,ResMed Inc. Common Stock,RMD,11/07/2024,12/12/2024,0.53,2.12,252.38,2.1000079245582057,buy,
1646,ITT Inc. Common Stock ,ITT,11/29/2024,12/31/2024,0.319,1.276,153.05,2.0842861809866053,buy,
1415,"Applied Materials, Inc. Common Stock",AMAT,11/21/2024,12/12/2024,0.4,1.6,192.03,2.083007863354684,buy,
969,"Esquire Financial Holdings, Inc. Common Stock",ESQ,11/15/2024,12/02/2024,0.15,0.6,72.52,2.068394925537783,buy,
1622,"Watts Water Technologies, Inc. Class A Common Stock",WTS,11/29/2024,12/13/2024,0.43,1.72,208.45,2.0628448069081315,hold,
810,Eagle Point Credit Company Inc. Common Stock,ECC,11/12/2024,11/29/2024,0.02,1.68,9.7,2.061855670103093,buy,
574,"Matson, Inc. Common Stock",MATX,11/07/2024,12/05/2024,0.34,1.36,165.64,2.052644288819126,buy,
552,Armstrong World Industries Inc Common Stock,AWI,11/07/2024,11/21/2024,0.308,1.232,153.7,2.0039037085230973,buy,
1419,Microsoft Corporation Common Stock,MSFT,11/21/2024,12/12/2024,0.83,3.0,422.54,1.9643110711411937,buy,
1206,CONSOL Energy Inc. Common Stock ,CEIX,11/15/2024,11/26/2024,0.25,1.0,128.02,1.9528198718950163,buy,
1517,Piper Sandler Companies Common Stock,PIPR,11/22/2024,12/13/2024,0.65,2.6,334.44,1.9435474225571103,hold,
1627,"Valhi, Inc. Common Stock",VHI,11/29/2024,12/19/2024,0.08,0.32,41.3,1.9370460048426152,none,
1499,"Barrett Business Services, Inc. Common Stock",BBSI,11/22/2024,12/06/2024,0.08,0.32,41.37,1.9337684312303602,buy,
643,Columbus McKinnon Corporation Common Stock,CMCO,11/08/2024,11/18/2024,0.07,0.28,36.3,1.928374655647383,buy,
1420,"Newmark Group, Inc. Class A Common Stock",NMRK,11/21/2024,12/05/2024,0.03,0.12,15.56,1.9280205655526992,buy,
1367,"BWX Technologies, Inc. Common Stock",BWXT,11/19/2024,12/10/2024,0.24,0.96,124.57,1.926627598940355,buy,
1326,Ubiquiti Inc. Common Stock,UI,11/18/2024,11/25/2024,0.6,2.4,312.91,1.917484260650027,hold,
800,Visa Inc.,V,11/12/2024,12/02/2024,0.59,2.36,307.87,1.9163932828791372,buy,
897,FTAI Aviation Ltd. Common Stock,FTAI,11/14/2024,11/25/2024,0.3,1.2,157.07,1.909976443623862,buy,
1543,"MKS Instruments, Inc. Common Stock",MKSI,11/25/2024,12/06/2024,0.22,0.88,116.29,1.8918221687161405,buy,
1348,"Landstar System, Inc. Common Stock",LSTR,11/19/2024,12/10/2024,0.36,1.44,191.15,1.8833376929113261,hold,
1637,Koppers Holdings Inc. Common Stock,KOP,11/29/2024,12/16/2024,0.07,0.28,37.22,1.880709296077378,strong_buy,
893,Cognex Corporation Common Stock,CGNX,11/14/2024,11/29/2024,0.08,0.3,42.91,1.86436728035423,buy,
872,"United Rentals, Inc. Common Stock",URI,11/13/2024,11/27/2024,1.63,6.52,875.01,1.8628358533045337,hold,
859,"Global Water Resources, Inc. Common Stock",GWRS,11/13/2024,11/27/2024,0.02508,0.30096,13.47,1.8619153674832962,strong_buy,
1038,Sherwin-Williams Company (The) Common Stock,SHW,11/15/2024,12/06/2024,0.715,2.86,386.67,1.8491219903276694,buy,
276,"Pinnacle Financial Partners, Inc. Common Stock",PNFP,11/01/2024,11/29/2024,0.22,0.88,121.06,1.8172806872625145,buy,
1558,S&P Global Inc. Common Stock,SPGI,11/26/2024,12/11/2024,0.91,3.64,502.82,1.809792768784058,buy,
1515,Moody's Corporation Common Stock,MCO,11/22/2024,12/13/2024,0.85,3.4,477.18,1.7812984617963872,buy,
23,Aon plc Class A Ordinary Shares (Ireland),AON,11/01/2024,11/15/2024,0.675,2.7,383.78,1.7588201573818334,hold,
1416,"BGC Group, Inc. Class A Common Stock",BGC,11/21/2024,12/04/2024,0.02,0.08,11.47,1.7436791630340016,buy,
1055,Teleflex Incorporated Common Stock,TFX,11/15/2024,12/16/2024,0.34,1.36,195.55,1.7386857581181283,buy,
1358,TechnipFMC plc Ordinary Share,FTI,11/19/2024,12/04/2024,0.05,0.2,28.77,1.7379214459506431,buy,
958,Cintas Corporation Common Stock,CTAS,11/15/2024,12/13/2024,0.39,1.56,225.72,1.7278043593833068,hold,
611,"Waste Connections, Inc. Common Shares",WCN,11/07/2024,11/21/2024,0.315,1.26,184.04,1.7115844381656162,buy,
718,"W.W. Grainger, Inc. Common Stock",GWW,11/08/2024,12/01/2024,2.05,8.2,1202.35,1.704994385994095,hold,
1618,RLI Corp. Common Stock (DE),RLI,11/29/2024,12/20/2024,0.29,1.16,172.09,1.6851647393805567,buy,
1379,Credit Suisse AG Credit Suisse X-Links Crude Oil Shares Covered Call ETN,USOI,11/20/2024,11/25/2024,1.6407,11.2692,0.0,1.6407,NA,
1549,"Paycom Software, Inc. Common Stock",PAYC,11/25/2024,12/09/2024,0.375,1.5,228.75,1.639344262295082,hold,
481,Vulcan Materials Company (Holding Company) Common Stock,VMC,11/04/2024,11/27/2024,0.46,1.84,292.31,1.5736717868016832,buy,
1046,Eli Lilly and Company Common Stock,LLY,11/15/2024,12/10/2024,1.3,5.2,831.54,1.5633643601029417,buy,
824,"Ryan Specialty Holdings, Inc. Class A Common Stock",RYAN,11/12/2024,11/26/2024,0.11,0.44,71.39,1.5408320493066257,buy,
1418,"LeMaitre Vascular, Inc. Common Stock",LMAT,11/21/2024,12/05/2024,0.16,0.64,104.25,1.5347721822541966,buy,
704,Standex International Corporation Common Stock,SXI,11/08/2024,11/22/2024,0.32,1.28,208.89,1.5319067451768875,buy,
1203,"Arch Resources, Inc. Class A Common Stock",ARCH,11/15/2024,11/26/2024,0.25,1.0,168.39,1.4846487321099828,buy,
1585,"Interactive Brokers Group, Inc. Class A Common Stock",IBKR,11/29/2024,12/13/2024,0.25,1.0,169.74,1.4728408153646753,buy,
963,Constellation Energy Corporation Common Stock ,CEG,11/15/2024,12/06/2024,0.3525,1.41,239.37,1.472615615991979,buy,
984,"Lakeland Industries, Inc. Common Stock",LAKE,11/15/2024,11/22/2024,0.03,0.12,20.44,1.4677103718199607,buy,
527,TriMas Corporation Common Stock,TRS,11/05/2024,11/12/2024,0.04,0.16,27.32,1.4641288433382138,buy,
1406,"Ormat Technologies, Inc. Common Stock",ORA,11/20/2024,12/04/2024,0.12,0.48,83.13,1.4435221941537353,buy,
417,AMCON Distributing Company Common Stock,DIT,11/04/2024,11/13/2024,0.18,0.72,124.83,1.4419610670511895,none,
487,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),BBDO,11/05/2024,12/12/2024,0.003023,0.0363,2.1,1.4395238095238094,none,
1507,"Equifax, Inc. Common Stock",EFX,11/22/2024,12/13/2024,0.39,1.56,270.93,1.4394862141512568,buy,
979,"Hawkins, Inc. Common Stock",HWKN,11/15/2024,11/29/2024,0.18,0.72,125.27,1.436896303983396,hold,
642,"Climb Global Solutions, Inc. Common Stock",CLMB,11/08/2024,11/15/2024,0.17,0.68,119.06,1.4278515034436419,strong_buy,
676,"Lithia Motors, Inc. Common Stock",LAD,11/08/2024,11/15/2024,0.53,2.12,371.36,1.427186557518311,buy,
486,Banco Bradesco Sa American Depositary Shares,BBD,11/05/2024,12/12/2024,0.003325,0.0399,2.34,1.420940170940171,buy,
1422,"Woodward, Inc. Common Stock",WWD,11/21/2024,12/05/2024,0.25,1.0,178.45,1.4009526478005043,buy,
1380,"Credit Suisse X-Links Gold Shares Covered Call ETNs due February 2, 2033",GLDI,11/20/2024,11/25/2024,1.3967,27.7008,0.0,1.3967,NA,
1049,"Applied Industrial Technologies, Inc. Common Stock",AIT,11/15/2024,11/29/2024,0.37,1.48,268.23,1.379413190172613,buy,
578,Peapack-Gladstone Financial Corporation Common Stock,PGC,11/07/2024,11/22/2024,0.05,0.2,36.25,1.3793103448275863,buy,
727,"PC Connection, Inc. Common Stock",CNXN,11/12/2024,11/29/2024,0.1,0.4,73.16,1.366867140513942,hold,
1586,"Mesa Laboratories, Inc. Common Stock",MLAB,11/29/2024,12/16/2024,0.16,0.64,118.84,1.3463480309660047,buy,
531,"Brown & Brown, Inc. Common Stock",BRO,11/06/2024,11/13/2024,0.15,0.6,112.43,1.3341634794983543,hold,
1060,Federal Signal Corporation Common Stock,FSS,11/15/2024,12/02/2024,0.12,0.48,90.35,1.3281682346430548,buy,
573,Martin Midstream Partners L.P. Limited Partnership,MMLP,11/07/2024,11/14/2024,0.005,0.02,3.97,1.2594458438287153,hold,
1381,"Credit Suisse X-Links Silver Shares Covered Call ETNs due April 21, 2033",SLVO,11/20/2024,11/25/2024,1.2435,25.7724,0.0,1.2435,NA,
734,Willis Lease Finance Corporation Common Stock,WLFC,11/12/2024,11/21/2024,0.25,1.0,201.34,1.241680739048376,none,
78,Costco Wholesale Corporation Common Stock,COST,11/01/2024,11/15/2024,1.16,4.64,943.8,1.2290739563466837,buy,
716,United States Steel Corporation Common Stock,X,11/08/2024,12/11/2024,0.05,0.2,41.25,1.2121212121212122,buy,
70,"Casey's General Stores, Inc. Common Stock",CASY,11/01/2024,11/15/2024,0.5,2.0,412.85,1.2110936175366356,buy,
1564,Electronic Arts Inc. Common Stock,EA,11/27/2024,12/18/2024,0.19,0.76,157.91,1.2032170223545058,buy,
1678,Crane Company Common Stock,CR,11/29/2024,12/11/2024,0.205,0.82,176.0,1.1647727272727273,buy,
461,KKR & Co. Inc. Common Stock,KKR,11/04/2024,11/19/2024,0.175,0.7,152.2,1.149802890932983,buy,
914,Materion Corporation,MTRN,11/14/2024,12/06/2024,0.135,0.54,119.34,1.1312217194570136,buy,
627,Apple Inc. Common Stock,AAPL,11/08/2024,11/14/2024,0.25,1.0,226.96,1.1015156855833628,buy,
528,"Warrior Met Coal, Inc. Common Stock",HCC,11/05/2024,11/12/2024,0.08,0.32,74.71,1.070807120867354,buy,
1654,Fortive Corporation Common Stock ,FTV,11/29/2024,12/27/2024,0.08,0.32,75.2,1.0638297872340425,buy,
632,Bio-Techne Corp Common Stock,TECH,11/08/2024,11/22/2024,0.08,0.32,75.96,1.0531858873091102,buy,
1702,"First Citizens Bancshares, Inc (NC) - Class B",FCNCB,11/29/2024,12/16/2024,1.95,7.8,1890.0,1.0317460317460319,none,
848,ArcBest Corporation Common Stock,ARCB,11/13/2024,11/27/2024,0.12,0.48,116.43,1.030662200463798,buy,
620,YieldMax NVDA Option Income Strategy ETF,NVDY,11/07/2024,11/08/2024,1.0228,18.2471,0.0,1.0228,NA,ETF
1255,International Paper Co. PRF PERPETUAL USD 4,INPAP,11/15/2024,12/16/2024,1.0,4.0,0.0,1.0,NA,
871,Westinghouse Air Brake Technologies Corporation Common Stock,WAB,11/13/2024,11/27/2024,0.2,0.8,200.69,0.9965618615775574,buy,
283,ProShares Bitcoin ETF,BITO,11/01/2024,11/08/2024,0.994112,10.5373,0.0,0.994112,NA,ETF
1530,TransUnion Common Stock,TRU,11/22/2024,12/09/2024,0.105,0.42,106.62,0.9848058525604951,buy,
541,Roundhill S&P 500 Target 20 Managed Distribution ETF,XPAY,11/06/2024,11/07/2024,0.972333,11.668,0.0,0.972333,NA,ETF
1505,Hyatt Hotels Corporation Class A Common Stock,H,11/22/2024,12/06/2024,0.15,0.6,155.17,0.9666817039376169,hold,
902,LPL Financial Holdings Inc. Common Stock,LPLA,11/14/2024,12/02/2024,0.3,1.2,312.25,0.9607686148919136,buy,
798,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NMM,11/12/2024,11/15/2024,0.05,0.2,53.52,0.9342301943198804,strong_buy,
875,ASA  Gold and Precious Metals Limited,ASA,11/13/2024,11/20/2024,0.02,0.04,21.5,0.9302325581395349,none,
707,Territorial Bancorp Inc. Common Stock,TBNK,11/08/2024,11/22/2024,0.01,0.04,10.79,0.9267840593141798,hold,
465,Murphy USA Inc. Common Stock,MUSA,11/04/2024,12/02/2024,0.48,1.92,518.24,0.9262117937635073,hold,
568,Global X MLP ETF,MLPA,11/07/2024,11/15/2024,0.91,3.54,0.0,0.91,NA,ETF
1581,"First Citizens BancShares, Inc. Class A Common Stock",FCNCA,11/29/2024,12/16/2024,1.95,6.56,2165.65,0.9004225059450973,buy,
942,Wisconsin Electric Power Co 3.60% PRF PERPETUAL USD 100,WELPP,11/14/2024,12/01/2024,0.9,3.6,0.0,0.9,NA,
1703,Southern Bancshares Inc.,SBNC,11/29/2024,12/13/2024,6.25,25.0,7100.0,0.8802816901408451,none,
1710,Structured Products Corp. 7% CTF REDEEM 01/12/2095 USD 25,KTBA,11/30/2024,12/02/2024,0.875,1.75,0.0,0.875,NA,
946,Brookdale Senior Living Inc Units (Tangible Equity Units 15/11/2025),BKDTU,11/14/2024,11/15/2024,0.875,3.5,0.0,0.875,NA,
287,ProShares UltraShort Ether ETF,ETHD,11/01/2024,11/08/2024,0.871701,16.1093,0.0,0.871701,NA,ETF
447,"HealthStream, Inc. Common Stock",HSTM,11/04/2024,11/15/2024,0.028,0.112,32.24,0.8684863523573201,buy,
1541,"Advanced Energy Industries, Inc. Common Stock",AEIS,11/25/2024,12/06/2024,0.1,0.4,117.36,0.8520790729379687,buy,
545,VSE Corporation Common Stock,VSEC,11/06/2024,11/20/2024,0.1,0.4,117.8,0.8488964346349746,buy,
701,Seaboard Corporation Common Stock,SEB,11/08/2024,11/18/2024,2.25,9.0,2653.77,0.8478504165771713,none,
1708,Chart Industries,GTLCL,11/29/2024,12/16/2024,0.84375,3.375,0.0,0.84375,NA,
618,YieldMax META Option Income Strategy ETF,FBY,11/07/2024,11/08/2024,0.8356,10.1324,0.0,0.8356,NA,ETF
614,YieldMax BABA Option Income Strategy ETF,BABO,11/07/2024,11/08/2024,0.8253,11.9682,0.0,0.8253,NA,ETF
1016,Wingstop Inc. Common Stock,WING,11/15/2024,12/06/2024,0.27,1.08,339.98,0.7941643626095652,buy,
80,Defiance Oil Enhanced Options Income ETF,USOY,11/01/2024,11/04/2024,0.7833,9.3996,0.0,0.7833,NA,ETF
1398,"Powell Industries, Inc. Common Stock",POWL,11/20/2024,12/18/2024,0.265,1.06,346.37,0.7650778069694257,buy,
926,"Comfort Systems USA, Inc. Common Stock",FIX,11/14/2024,11/25/2024,0.35,1.4,462.06,0.7574773838895381,buy,
1173,First Majestic Silver Corp. Ordinary Shares (Canada),AG,11/15/2024,11/29/2024,0.0048,0.0192,6.47,0.7418856259659969,buy,
670,Howmet Aerospace Inc. Common Stock,HWM,11/08/2024,11/25/2024,0.08,0.32,113.65,0.7039155301363836,buy,
427,"Cheniere Energy Partners, LP Common Units",CQP,11/04/2024,11/14/2024,0.035,3.1,50.17,0.6976280645804265,underperform,
372,VanEck Energy Income ETF,EINC,11/01/2024,11/06/2024,0.6649,2.8468,0.0,0.6649,NA,ETF
567,Global X MLP & Energy Infrastructure ETF,MLPX,11/07/2024,11/15/2024,0.652,2.5,0.0,0.652,NA,ETF
865,"West Pharmaceutical Services, Inc. Common Stock",WST,11/13/2024,11/20/2024,0.21,0.84,324.1,0.6479481641468682,buy,
459,iShares LifePath Target Date 2025 ETF,ITDA,11/04/2024,11/07/2024,0.6317,0.235,0.0,0.6317,NA,ETF
1490,Vontier Corporation Common Stock ,VNT,11/21/2024,12/12/2024,0.025,0.1,40.05,0.6242197253433209,buy,
891,"Abacus Life, Inc. 9.875% Fixed Rate Senior Notes due 2028",ABLLL,11/14/2024,11/15/2024,0.61718,2.46872,0.0,0.61718,NA,
622,YieldMax Short NVDA Option Income Strategy ETF,DIPS,11/07/2024,11/08/2024,0.6131,11.415,0.0,0.6131,NA,ETF
1204,Hilton Worldwide Holdings Inc. Common Stock ,HLT,11/15/2024,12/27/2024,0.15,0.6,247.65,0.6056935190793459,buy,
260,PIMCO 0-5 Year High Yield Corporat Bond Index Exchange-Traded Fund,HYS,11/01/2024,11/05/2024,0.6,6.7477,0.0,0.6,NA,
112,Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,GLP^B,11/01/2024,11/15/2024,0.59375,2.375,0.0,0.59375,NA,
13,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",MITP,11/01/2024,11/15/2024,0.59375,2.375,0.0,0.59375,NA,
12,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",MITN,11/01/2024,11/15/2024,0.59375,2.375,0.0,0.59375,NA,
1043,Jabil Inc. Common Stock,JBL,11/15/2024,12/03/2024,0.08,0.32,135.75,0.5893186003683242,buy,
1241,"Redwood Trust, Inc. 9.125% Senior Notes Due 2029",RWTN,11/15/2024,12/02/2024,0.570313,2.2813,0.0,0.570313,NA,
974,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,INBKZ,11/15/2024,12/30/2024,0.5675,2.4268,0.0,0.5675,NA,
1281,JPMorgan USD Ultra-Short Income UCITS ETF - USD (Dist),JPUHF,11/15/2024,12/06/2024,0.5626,6.7512,0.0,0.5626,NA,ETF
1243,"Redwood Trust, Inc. 9.00% Senior Notes Due 2029",RWTO,11/15/2024,12/02/2024,0.5625,2.25,0.0,0.5625,NA,
495,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,DLNG^A,11/05/2024,11/12/2024,0.5625,2.25,0.0,0.5625,NA,
71,Chimera Investment Corporation 9.000% Senior Notes due 2029,CIMN,11/01/2024,11/15/2024,0.5625,2.25,0.0,0.5625,NA,
229,"MFA Financial, Inc. 9.000% Senior Notes due 2029",MFAO,11/01/2024,11/15/2024,0.5625,2.25,0.0,0.5625,NA,
455,iShares Interest Rate Hedged High Yield Bond ETF,HYGH,11/04/2024,11/07/2024,0.550718,7.3852,0.0,0.550718,NA,ETF
454,iShares Interest Rate Hedged Corporate Bond ETF,LQDH,11/04/2024,11/07/2024,0.545827,7.7955,0.0,0.545827,NA,ETF
313,SPDR Bloomberg High Yield Bond ETF,JNK,11/01/2024,11/06/2024,0.531467,6.2828,0.0,0.531467,NA,ETF
1240,Saratoga Investment Corp 8.50% Notes due 2028,SAZ,11/15/2024,12/02/2024,0.53125,2.125,0.0,0.53125,NA,
1590,"NewtekOne, Inc. 8.50% Fixed Rate Senior Notes due 2029",NEWTG,11/29/2024,12/02/2024,0.53125,2.1486,0.0,0.53125,NA,
