,companyName,symbol,dividend_Ex_Date,payment_Date,dividend_Rate,indicated_Annual_Dividend
1592,Peoples Financial Services Corp. Common Stock,PFIS,11/29/2024,12/13/2024,0.6175,2.47
1593,"Power Integrations, Inc. Common Stock",POWI,11/29/2024,12/31/2024,0.21,0.8
1594,"Premier, Inc. Class A Common Stock",PINC,11/29/2024,12/15/2024,0.21,0.84
1595,"Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",SQFTP,11/29/2024,12/16/2024,0.19531,2.34372
1596,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO,11/29/2024,12/16/2024,0.4921875,1.96875
1597,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,SOHOB,11/29/2024,12/16/2024,0.5,2.0
1598,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON,11/29/2024,12/16/2024,0.515625,2.0625
1599,The Kraft Heinz Company Common Stock,KHC,11/29/2024,12/27/2024,0.4,1.6
1600,Trustmark Corporation Common Stock,TRMK,11/29/2024,12/15/2024,0.23,0.92
1601,"Virtu Financial, Inc. Class A Common Stock",VIRT,11/29/2024,12/15/2024,0.24,0.96
1602,CompX International Inc. Common Stock,CIX,11/29/2024,12/10/2024,0.3,1.2
1603,"Crane NXT, Co. Common Stock",CXT,11/29/2024,12/11/2024,0.16,0.64
1604,"Stanley Black & Decker, Inc. Common Stock",SWK,11/29/2024,12/17/2024,0.82,3.28
1605,"DuPont de Nemours, Inc. Common Stock",DD,11/29/2024,12/16/2024,0.38,1.52
1606,Coca-Cola Company (The) Common Stock,KO,11/29/2024,12/16/2024,0.485,1.94
1607,"NL Industries, Inc. Common Stock",NL,11/29/2024,12/17/2024,0.08,0.32
1608,"Estee Lauder Companies, Inc. (The) Common Stock",EL,11/29/2024,12/16/2024,0.35,1.4
1609,"Tyson Foods, Inc. Common Stock",TSN,11/29/2024,12/13/2024,0.49,1.96
1610,"Dominion Energy, Inc. Common Stock",D,11/29/2024,12/20/2024,0.6675,2.67
1611,FactSet Research Systems Inc. Common Stock,FDS,11/29/2024,12/19/2024,1.04,4.16
1612,Barrick Gold Corporation Common Stock (BC),GOLD,11/29/2024,12/16/2024,0.1,0.4
1613,Dover Corporation Common Stock,DOV,11/29/2024,12/16/2024,0.515,2.06
1614,Stepan Company Common Stock,SCL,11/29/2024,12/13/2024,0.385,1.54
1615,Agnico Eagle Mines Limited Common Stock,AEM,11/29/2024,12/16/2024,0.4,1.6
1616,Blue Owl Capital Corporation Common Stock,OBDC,11/29/2024,12/13/2024,0.05,1.48
1617,RLI Corp. Common Stock (DE),RLI,11/29/2024,12/20/2024,4.0,1.16
1618,RLI Corp. Common Stock (DE),RLI,11/29/2024,12/20/2024,0.29,1.16
1619,First BanCorp. New Common Stock,FBP,11/29/2024,12/13/2024,0.16,0.64
1620,"Nu Skin Enterprises, Inc. Common Stock",NUS,11/29/2024,12/11/2024,0.06,0.24
1621,"Cullen/Frost Bankers, Inc. Common Stock",CFR,11/29/2024,12/13/2024,0.95,3.8
1622,"Watts Water Technologies, Inc. Class A Common Stock",WTS,11/29/2024,12/13/2024,0.43,1.72
1623,Perrigo Company plc Ordinary Shares,PRGO,11/29/2024,12/17/2024,0.276,1.104
1624,Bank of Hawaii Corporation Common Stock,BOH,11/29/2024,12/13/2024,0.7,2.8
1625,Tennant Company Common Stock,TNC,11/29/2024,12/16/2024,0.295,1.18
1626,Central Pacific Financial Corp New,CPF,11/29/2024,12/16/2024,0.26,1.04
1627,"Valhi, Inc. Common Stock",VHI,11/29/2024,12/19/2024,0.08,0.32
1628,Kronos Worldwide Inc Common Stock,KRO,11/29/2024,12/12/2024,0.05,0.2
1629,"DNP Select Income Fund, Inc. Common Stock",DNP,11/29/2024,12/10/2024,0.065,0.78
1630,"Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042",ARGD,11/29/2024,12/16/2024,0.40625,1.625
1631,Brookfield Renewable Partners L.P. ,BEP,11/29/2024,12/31/2024,0.355,1.42
1632,"Granite Ridge Resources, Inc. Common Stock",GRNT,11/29/2024,12/16/2024,0.11,0.44
1633,Hubbell Inc Common Stock,HUBB,11/29/2024,12/16/2024,1.32,5.28
1634,"Stag Industrial, Inc. Common Stock",STAG,11/29/2024,12/16/2024,0.123333,1.48
1635,Tennessee Valley Authority Common Stock,TVC,11/29/2024,12/02/2024,0.13337499,0.5335
1636,Unum Group 6.250% Junior Subordinated Notes due 2058,UNMA,11/29/2024,12/16/2024,0.390625,1.5625
1637,Koppers Holdings Inc. Common Stock,KOP,11/29/2024,12/16/2024,0.07,0.28
1638,Evercore Inc. Class A Common Stock,EVR,11/29/2024,12/13/2024,0.8,3.2
1639,"Shutterstock, Inc. Common Stock",SSTK,11/29/2024,12/13/2024,0.3,1.2
1640,"Sixth Street Specialty Lending, Inc. Common Stock",TSLX,11/29/2024,12/20/2024,0.05,1.84
1641,Brookfield Infrastructure Partners LP Limited Partnership Units,BIP,11/29/2024,12/31/2024,0.405,1.62
1642,Ardmore Shipping Corporation Common Stock,ASC,11/29/2024,12/13/2024,0.18,0.72
1643,Ellington Financial Inc. Common Stock ,EFC,11/29/2024,12/26/2024,0.13,1.56
1644,"Huntington Ingalls Industries, Inc. Common Stock",HII,11/29/2024,12/13/2024,1.35,5.4
1645,Duff & Phelps Utility and Infrastructure Fund Inc.,DPG,11/29/2024,12/10/2024,0.07,0.84
1646,ITT Inc. Common Stock ,ITT,11/29/2024,12/31/2024,0.319,1.276
1647,National Bank Holdings Corporation Common Stock,NBHC,11/29/2024,12/13/2024,0.29,1.16
1648,Stellus Capital Investment Corporation Common Stock,SCM,11/29/2024,12/13/2024,0.1333,1.5996
1649,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",ENJ,11/29/2024,12/02/2024,0.3125,1.25
1650,Ellington Credit Company Common Shares of Beneficial Interest,EARN,11/29/2024,12/26/2024,0.08,0.96
1651,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),AVAL,11/29/2024,12/09/2024,0.0094972,0.114
1652,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",RZB,11/29/2024,12/16/2024,0.359375,1.4375
1653,Brookfield Business Partners L.P. Limited Partnership Units ,BBU,11/29/2024,12/31/2024,0.0625,0.25
1654,Fortive Corporation Common Stock ,FTV,11/29/2024,12/27/2024,0.08,0.32
1655,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",EAI,11/29/2024,12/02/2024,0.3046875,1.2188
1656,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",ELC,11/29/2024,12/02/2024,0.3046875,1.2188
1657,Qwest Corporation 6.5% Notes due 2056,CTBB,11/29/2024,12/02/2024,0.40625,1.625
1658,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",SOJC,11/29/2024,12/02/2024,0.328125,1.3125
1659,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,CMSA,11/29/2024,12/16/2024,0.3515625,1.4062
1660,"QVC, Inc. 6.375% Senior Secured Notes due 2067",QVCD,11/29/2024,12/16/2024,0.3984375,1.5938
1661,Diversified Energy Company plc Ordinary Shares,DEC,11/29/2024,12/27/2024,0.29,1.16
1662,Dow Inc. Common Stock ,DOW,11/29/2024,12/13/2024,0.7,2.8
1663,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,AEFC,11/29/2024,12/16/2024,0.31875,1.275
1664,"QVC, Inc. 6.250% Senior Secured Notes due 2068",QVCC,11/29/2024,12/16/2024,0.390625,1.5625
1665,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",AFGC,11/29/2024,12/16/2024,0.3203125,1.2812
1666,Brookfield Infrastructure Corporation ,BIPC,11/29/2024,12/31/2024,0.405,1.62
1667,United States Cellular Corporation 6.250% Senior Notes due 2069,UZD,11/29/2024,12/02/2024,0.390625,1.5625
1668,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",AFGE,11/29/2024,12/16/2024,0.28125,1.125
1669,United States Cellular Corporation 5.500% Senior Notes due 2070,UZE,11/29/2024,12/02/2024,0.34375,1.375
1670,United States Cellular Corporation 5.500% Senior Notes due 2070,UZF,11/29/2024,12/02/2024,0.34375,1.375
1671,"Crescent Capital BDC, Inc. 5.00% Notes due 2026",FCRX,11/29/2024,12/30/2024,0.3125,1.25
1672,"P10, Inc. Class A Common Stock",PX,11/29/2024,12/20/2024,0.035,0.14
1673,"Modiv Industrial, Inc. Class C Common Stock",MDV,11/29/2024,12/24/2024,0.09583,1.15
1674,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,KMPB,11/29/2024,12/16/2024,0.367188,1.4688
1675,"Mativ Holdings, Inc. Common Stock",MATV,11/29/2024,12/20/2024,0.1,0.4
1676,Triple Flag Precious Metals Corp. Common Shares,TFPM,11/29/2024,12/16/2024,0.055,0.22
1677,Brookfield Asset Management Inc Class A Limited Voting Shares,BAM,11/29/2024,12/31/2024,0.38,1.52
1678,Crane Company Common Stock,CR,11/29/2024,12/11/2024,0.205,0.82
1679,Fidelis Insurance Holdings Limited Common Shares,FIHL,11/29/2024,12/20/2024,0.1,0.4
1680,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",APOS,11/29/2024,12/16/2024,0.0028125,0.0112
1681,WK Kellogg Co Common Stock,KLG,11/29/2024,12/13/2024,0.16,0.64
1682,"F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053",FGN,11/29/2024,12/16/2024,0.00496875,0.0199
1683,Blue Owl Capital Corporation III Common Stock,OBDE,11/29/2024,12/13/2024,0.06,1.4
1684,"Cboe Global Markets, Inc. Common Stock",CBOE,11/29/2024,12/13/2024,0.63,2.52
1685,Turbotville National Bank,TVNB,11/29/2024,12/13/2024,2.8,0.7
1686,Connecticut Natural Gas Corp 8% PRF PERPETUAL USD 3.125,CTGSP,11/29/2024,12/30/2024,0.0625,0.25
1687,AmTrust Financial Services Inc 6.75% PRF PERPETUAL USD 25 - Ser A,AFSIA,11/29/2024,12/16/2024,0.421875,1.6875
1688,AmTrust Financial Services Inc 7.25% PRF PERPETUAL USD 25 - Ser B,AFSIB,11/29/2024,12/16/2024,0.453125,1.8125
1689,AmTrust Financial Services Inc 7.625% PRF PERPETUAL USD 25 - Ser C,AFSIC,11/29/2024,12/16/2024,0.476563,1.9062
1690,AmTrust Financial Services Inc 7.50% PRF PERPETUAL USD 25 - Ser D,AFSIP,11/29/2024,12/16/2024,0.46875,1.875
1691,AmTrust Financial Services Inc 7.75% PRF PERPETUAL USD 25 - Ser E,AFSIM,11/29/2024,12/16/2024,0.484375,1.9375
1692,AmTrust Financial Services Inc 6.95% PRF PERPETUAL USD 25 - Ser F,AFSIN,11/29/2024,12/16/2024,0.434375,1.7375
1693,Marks & Spencer Group ADR,MAKSY,11/29/2024,1/17/2025,0.025786,0.0516
1694,Imperial Brands Plc ADR,IMBBY,11/29/2024,1/08/2025,0.6974961,2.79
1695,First National Bank Alaska,FBAK,11/29/2024,12/19/2024,3.2,12.8
1696,First National Bank Alaska,FBAK,11/29/2024,12/19/2024,3.2,12.8
1697,First National Bank Alaska,FBAK,11/29/2024,12/16/2024,3.2,12.8
1698,United Bancshares Inc.,UBOH,11/29/2024,12/16/2024,0.22,0.88
1699,Chesapeake Financial Shares Inc,CPKF,11/29/2024,12/15/2024,0.16,0.64
1700,First Real Estate Investment Trust of New Jersey Inc.,FREVS,11/29/2024,12/13/2024,0.58,0.48
1701,First Real Estate Investment Trust of New Jersey Inc.,FREVS,11/29/2024,12/13/2024,0.12,0.48
1702,"First Citizens Bancshares, Inc (NC) - Class B",FCNCB,11/29/2024,12/16/2024,1.95,7.8
1703,Southern Bancshares Inc.,SBNC,11/29/2024,12/13/2024,6.25,25.0
1704,Southern Bancshares Inc. PRF PERPETUAL USD - Class B 0%,SBNCM,11/29/2024,12/13/2024,0.23,0.92
1705,Southern Bancshares Inc. PFS PERPETUAL USD - Class C 0%,SBNCN,11/29/2024,12/13/2024,0.23,0.92
1706,Peoples Ltd,PPLL,11/29/2024,12/13/2024,0.63,2.52
1707,Bellway plc ADR,BLWYY,11/29/2024,1/23/2025,0.49324,0.9865
1708,Chart Industries,GTLCL,11/29/2024,12/16/2024,0.84375,3.375
1709,Lvmh Moet Hennessy Louis Vuitton SE ADR - Level I,LVMUY,11/29/2024,12/19/2024,1.18096,2.3619
1710,Structured Products Corp. 7% CTF REDEEM 01/12/2095 USD 25,KTBA,11/30/2024,12/02/2024,0.875,1.75
